stars,text
4,                          i was a little nervous going into this one i loved me before you but was only ok on after you i was so pleasantly surprised but this one though the first thing i liked was the nyc setting louisa was the perfect character to explore nyc with i love her quirky style and personality and it fit right in where she was her new job that brought her to the city was definitely interesting and held my attention i also like the romance arc in this one the pacing was much better than the last book a  i was a little nervous going into this one i loved me before you but was only ok on after you i was so pleasantly surprised but this one though the first thing i liked was the nyc setting louisa was the perfect character to explore nyc with i love her quirky style and personality and it fit right in where she was her new job that brought her to the city was definitely interesting and held my attention i also like the romance arc in this one the pacing was much better than the last book and i flew through it i loved the ending too if you liked the other two books i think you will like this onethis review was originally posted on rebel mommy book blog  more                  
4,                          me ha gustado mas que el segundo sin duda me encanta la forma de contar historias de jojo no lo puedo negar aun asi he sentido que me faltaba algo no se exactamente que pero algo en la relacion con sam de todas formas aunque soy muy fan de louisa y me gustaria saber mas de su nueva vida espero que jojo no sea de las que saca libros y libros solo por aprovechar el tiron que tuvo ese will maravilloso                  
5,                          this was absolutely perfect i am so not ready to say bye to lou i hope there¡¦s more one day but if not this was a great endthank you to penguin vikingpamela dorman books for an advance copy all opinions are my own                   
4,                          review to follow                   
5,                          guys this is the best ending ever i¡¦m soooooooo emotional right now i absolutely love louisa clark and i¡¦m really happy that i got to know more about her                  
5,                          httpwwwchicklitcentralcom20180theres a giveaway too                  
4,                          love louisa and enjoyed this third installment of her journey                   
5,                           my third book by this author i read the series in two months and im a fan of jojo moyes i think i read all those books she writes really wellhere we find louisa nicknamed lou who flew to new york to keep company with agnes gopnik his life up there far from sam is going to be filled with twists between taking care of agnes his private life with sami loved this book more than the other two the character of lou is more and more endearing the writing is more and more fluid the author bri   my third book by this author i read the series in two months and im a fan of jojo moyes i think i read all those books she writes really wellhere we find louisa nicknamed lou who flew to new york to keep company with agnes gopnik his life up there far from sam is going to be filled with twists between taking care of agnes his private life with sami loved this book more than the other two the character of lou is more and more endearing the writing is more and more fluid the author brings us here in the world of lou brilliantly hate that the result comes out especially that it ends on a cliffhanger  more                  
4,                          this is the third book in the me before you series we last left louisa clark in a relationship with ambulance sam but deciding to take up a position in new york citythis book picks up with louisas arrival in nyc and all of her experiences in the big city she is employed as an assistant to the new mrs gopnick trophy wife to the wealthy mr gopnick she gets to experience the glitz and glamour of new york society but also hits some speed bumps in her relationship with sam as she realises  this is the third book in the me before you series we last left louisa clark in a relationship with ambulance sam but deciding to take up a position in new york citythis book picks up with louisas arrival in nyc and all of her experiences in the big city she is employed as an assistant to the new mrs gopnick trophy wife to the wealthy mr gopnick she gets to experience the glitz and glamour of new york society but also hits some speed bumps in her relationship with sam as she realises that long distance relationships are difficulti enjoyed this story a lot besides for learning to live boldly louisa has to figure out who she really is and learn to set her own authentic path in lifeanother great book by jojo moyes  more                  
4,                          popcorn popcorn popcorngive me more popcorn i love jojo moyesevery time i need a light fun read i know i can count on her to deliver the goods still me is no exceptionthe 3rd book in the me before you series this book is a continuation of the adventures of louisa clarke in the big apple a job with a rich family hunky boyfriends and fabulous clotheswhat more could a girl ask for but louisas strong moral values set her up to take a fall have i intrigued you yet                  
5,                          i could not put this book down i have so enjoyed lous journey through grief life friendship and love this book made me feel so deeply i loved it                  
4,                          i absolutely fell in love with this 3rd book  louisa clark stole my heart again 45 starsit all began with the first book  me before you the story of louisa and will it was happy sad tragic funny quirky awkward breathtaking  so many emotions in one beautiful story then jojo moyes came out with the sequel after youand it definitely satisfied me book 2 didn¡¦t wow me¡Kbut i enjoyed catching up with an old friend now here we are book 3  still me the cast of new cha  i absolutely fell in love with this 3rd book  louisa clark stole my heart again 45 starsit all began with the first book  me before you the story of louisa and will it was happy sad tragic funny quirky awkward breathtaking  so many emotions in one beautiful story then jojo moyes came out with the sequel after youand it definitely satisfied me book 2 didn¡¦t wow me¡Kbut i enjoyed catching up with an old friend now here we are book 3  still me the cast of new characters were new and fun the cast of old characters was wonderful too i loved how all of their stories really had everything coming full circle still me read very much like a day to day catch up  the new job the new friends the new feelings long distance dating the disappointments but the true enjoyment was in the little things and the slow building of the story so many wonderful moments throughout the book that created another book in this series to love at times i really didn¡¦t know where moyes was going to take us with louisas love life and job  but i still loved the journey louisa is just so loveable i listened to the audio and i adored it  the accents were perfect and it created a warm tone that lended so well with the whole bookfans of louisa clark definitely pick this one up  you will not be disappointed and dare i say there could be a book 4  more                  
4,                          im a diehard jojo moyes enthusiast she writes such readable fully immersive books and even though i usually prefer stand alone books rather than series i loved me before you so very much that not reading still me just wasnt an option yet like many readers i knew in my heart it was never going to better the first book in this seriesdo i need to read book 2 before reading this seems to be a common thread regarding this book and i will say hell yeah  why on earth wouldnt you the 3 b  im a diehard jojo moyes enthusiast she writes such readable fully immersive books and even though i usually prefer stand alone books rather than series i loved me before you so very much that not reading still me just wasnt an option yet like many readers i knew in my heart it was never going to better the first book in this seriesdo i need to read book 2 before reading this seems to be a common thread regarding this book and i will say hell yeah  why on earth wouldnt you the 3 books are a trilogy written in chronological order and youll make a better connection with lous adventures in this book if you have followed her story from the starti loved meeting up with lou clark yet again and following her to new york where she puts her caring nature to work and follows the advice of her previous employer and love of her life will by grabbing every opportunity that comes along and saying yes to far more than she says no tothis book is 100 pure romantic fiction its light and easy and fun to read and lou capers through it wearing her big heart on her sleeve and her bumble bee tights on her legsshe ends up working for a mega rich american business moguls difficult and demanding new young polish wife agnes despite struggling to get to grips with being a servant in a wealthy household nevertheless lous warm and caring nature mean the two women become almost friends despite being employer and employee both strangers in the city that never sleeps and both with past hurts to overcome but we are told never confuse business with friendship and youd think having got so involved with her ex employer and having had her heart broken shed be a little more wary and things are about to blow up in her facemeantime lous now long distance relationship with new boyfriend sam whom we met in after you struggles and stutters and temptation is placed in her way when she meets the handsome and successful josh who just happens to be the spit of will who she still misses and morns despite loving sam yes this is a pure unadulterated romance and if youre looking for something deeper and more meaningful well go back to the beginning and read book one again because this really just isnt that deeplook at it as a completely new book with the comfort of a familiar character or two and read it without prejudice and prior expectations read it expecting another me before you and you may feel a slight sense of disappointment and this book doesnt deserve to disappoint any reader it is written with the great skill and style of this top bestselling author it is peopled with really great characters youll feel you actually know and its set in the great location of modern new york in a luxury apartment block in an old ny brownstone with descriptions which will make you either feel youve visited or leave you wanting to go there with lots of background stories a group of residents battling to save their local library from closure how many of us keen readers will that ring true to a few secrets and lies a crotchety old woman with a cute and irascible pug called dean martin how could you fail to love itits fun its lovely and i galloped through it dont miss itread this and more of my reviews on my book bloghttpsbeadyjansbooksblogspotcouk  more                  
5,                          luisa clark so ein schoner charakter der sich treu bleibt es hat ziemlich lange gedauert bis mir das buch angefangen hat zu gefallen lange ist nicht wirklich etwas passiert alltag um alltag ich hatte nicht gedacht dass mir dieses buch schlussendlich doch noch so nahe geht und ich es weiterempfehlen wurde aber genau das ist doch das schone an einem buch in jedem kapitel auf jeder einzelnen seite kann sich alles wenden 5 sterne jojo moyes                   
5,                          me before you will forever be one of my favorite contemporary romance books and im glad that we have been able to continue on louisa clarks journey with after you and now still me i will admit that i was hesitant about still me since i had lack luster feelings about after you but this third installment reminded me how much i love lou and her quirky personality bumblebee tights anyone <U+0001F41D> lou ends up taking a personal assistant job for a very rich family in new york city bringing a whole n  me before you will forever be one of my favorite contemporary romance books and im glad that we have been able to continue on louisa clarks journey with after you and now still me i will admit that i was hesitant about still me since i had lack luster feelings about after you but this third installment reminded me how much i love lou and her quirky personality bumblebee tights anyone <U+0001F41D> lou ends up taking a personal assistant job for a very rich family in new york city bringing a whole new level of challenges and growth for our beloved lou youll laugh youll tear up and probably laugh some more maybe even fist pump the air in solidarity and pride id give still me a 455<U+0001F31F>i will say that it is a must to read these in order even though some say still me can be a stand alone i completely disagree and think you would be missing out on some major character development if you skipped the first two  more                othis book is 100 pure romantic fiction its light and easy and fun to read and lou capers through it wearing her big heart on her sleeve and her bumble bee tights on her legsshe ends up working for a mega rich american business moguls difficult and demanding new young polish wife agnes despite struggling to get to grips with being a servant in a wealthy household nevertheless lous warm and caring nature mean the two women become almost friends despite being employer and employee both strangers in the city that never sleeps and both with past hurts to overcome but we are told never confuse business with friendship and youd think having got so involved with her ex employer and having had her heart broken shed be a little more wary and things are about to blow up in her facemeantime lous now long distance relationship with new boyfriend sam whom we met in after you struggles and stutters and temptation is placed in her way when she meets the handsome and successful josh who just happens to be the spit of will who she still misses and morns despite loving sam yes this is a pure unadulterated romance and if youre looking for something deeper and more meaningful well go back to the beginning and read book one again because this really just isnt that deeplook at it as a completely new book with the comfort of a familiar character or two and read it without prejudice and prior expectations read it expecting another me before you and you may feel a slight sense of disappointment and this book doesnt deserve to disappoint any reader it is written with the great skill and style of this top bestselling author it is peopled with really great characters youll feel you actually know and its set in the great location of modern new york in a luxury apartment block in an old ny brownstone with descriptions which will make you either feel youve visited or leave you wanting to go there with lots of background stories a group of residents battling to save their local library from closure how many of us keen readers will that ring true to a few secrets and lies a crotchety old woman with a cute and irascible pug called dean martin how could you fail to love itits fun its lovely and i galloped through it dont miss itread this and more of my reviews on my book bloghttpsbeadyjansbooksblogspotcouk  more                  
4,                          this review is based solely on the first chapter of this third book in joho moyes successful series i have not read anything previously by this authori liked the first person writing from the outset no sense of place or explanation but a mind registering her senses as readers we are therefore taken immediately into her world which we see through her own eyesfrom the first start i liked this person recognising in her many of the traits i see in others and reluctantly admit in myselfa judge  this review is based solely on the first chapter of this third book in joho moyes successful series i have not read anything previously by this authori liked the first person writing from the outset no sense of place or explanation but a mind registering her senses as readers we are therefore taken immediately into her world which we see through her own eyesfrom the first start i liked this person recognising in her many of the traits i see in others and reluctantly admit in myselfa judgement on those we see a sense we are among foreigners for the main character here who we are introduced to by her need to go through immigration louisa clark totally reveals herself her unease after the long tiring flight her discomfort waiting in line despite this she is witty and very funny her interactions with a tired official are misunderstood rambling and she says far too much in the end though it is clear he enjoyed the encounter he will remember her long after his shift ends and as readers we share that warmth towards her and want to know more about hershe has landed at new york finally does what we all do for loved ones bang out those texts  landed safely xxx we see she is travelling alone to a new job but has a great relationship with her mum and a hunk of a boyfriend the job though is a step of faith has its roots in a similar role she held but appears to be part of a process to discover herself and have fun just what the reader wants at this point as they share her journeyi loved the rod into new york the sounds and sights that made her realise she was in a different country her trip to get milk is also so much more than walking a few blocks it resonates adventure and pinch me i¡¦m in nycthe employers have not been seen as yet but her tension has been introduced her companion may be a challenge her personality might be suppressed by rules and the need to wear a uniform and another staff member clearly resents herall laid out in the first chapter the writing is fast paced the language inviting one into the story with humour and unknown conflict the only downside is we have to wait until late january for the book to be released however time that could be spent reading books 1 and 2 to ratchet up the anticipation to severe nearly touching unbearable an author of real talent with books based on this brief sample worth reading  more                  
4,                          louisa clark is headed to new york city to start a new job life in england is not going the way she had hoped so across the pond she goes she will be the personal assistant to agnes gopnik agnes is the new wife of mr gopnik so far agness life being married has not been easy having to deal with all of the former mrs gopniks friends agnes looks to louisa as a friend and a relief in her life louisa is trying to adjust to her new life as well with her boyfriend in england and her this ne  louisa clark is headed to new york city to start a new job life in england is not going the way she had hoped so across the pond she goes she will be the personal assistant to agnes gopnik agnes is the new wife of mr gopnik so far agness life being married has not been easy having to deal with all of the former mrs gopniks friends agnes looks to louisa as a friend and a relief in her life louisa is trying to adjust to her new life as well with her boyfriend in england and her this new life in new york will louisa be able to survive this new situation she has put herself in thank you to netgalley and viking books for the opportunity to read and review this book for me this by far is the best book in the series im not sure if it is because it was set in the united states or for another reason but this one captivated me and i enjoyed it more than other books in the series after the death of will traynor and spending a few years close enough to home louisa has finally decided to take a big leap and go for her dreams when she lands in new york things seem to be going fairly well for her but as louisa life goes things take a dramatic turn and she has to find a way to adjust to her new way of life she goes on many adventures and discovers many new things about life but also about herself in the process the gopnik family is not quite what louisa is expecting when she first arrives in new york the job she signed up for and the one she tries to execute arent quite the same but she always does her best when she is unexpected released from her duties she has to scramble to find out what will happen next an unlikely opportunity presents itself and louisa finds joy in this new position a joy she had never experienced before if you havent read the series i think it is important to start with book one you have to go on the journey with louisa i dont know if her story will continue after this book but it will be interesting to know what happens next this book made the series as a whole more enjoyable for me   more                  
4,                          as an avid fan of the me before you series i was so excited to see that there was going to be another book in this series i wasnt expecting there to be another book in this series but i was more than excited to be reunited with lou this book was hilarious charming and heartwarming fans of this series will not be disappointed by this book what i loved about this book was that it truly focused on lou and her character development she was thrown into a lot of new situations in this book  as an avid fan of the me before you series i was so excited to see that there was going to be another book in this series i wasnt expecting there to be another book in this series but i was more than excited to be reunited with lou this book was hilarious charming and heartwarming fans of this series will not be disappointed by this book what i loved about this book was that it truly focused on lou and her character development she was thrown into a lot of new situations in this book and it was so much fun to watch her navigate those situations will would have been proud of lou and her dedication to living her life to the fullest lou has always been one of my favorite fictional characters she makes a lot of mistakes and makes a lot of bad decisions but that was always what made her so relatable lou tried a lot of new things in this book and i loved watching her discover more about herself she was just as quirky and hilarious as ever in this book it was so much fun being reunited with her again and watching her go on another journeyall of jojo moyes books make me want to go on adventures by myself and treat myself jojos characters are always inspiring and the journeys they go on are always heartwarming and satisfying i just love the way jojo writes and how effortlessly her words flow from the pages the witty and hilarious dialogue of this book kept me glued to the pages overall this was an entertaining and wonderful addition to this series this book made me laugh tear up and want to jump for joy 4  5 fangs  this ebook was given to me in exchange for an honest review   mrsleifs two fangs about itfacebooktwitter  more                  
4,                          4 stars for lou and only lou before this gets ranty i¡¦m going to stop myself and say i didn¡¦t love the 1st book but i did love the movie i was even less thrilled about the 2nd book because why what was the point of lilyi read still me in hopes that lou would have a happy ending and even this ending i am somewhat unsatisfied with im aware that it seems odd to love this book and not the others i was hoping things would come full circle and that my opinions of the two books would chang  4 stars for lou and only lou before this gets ranty i¡¦m going to stop myself and say i didn¡¦t love the 1st book but i did love the movie i was even less thrilled about the 2nd book because why what was the point of lilyi read still me in hopes that lou would have a happy ending and even this ending i am somewhat unsatisfied with im aware that it seems odd to love this book and not the others i was hoping things would come full circle and that my opinions of the two books would change and everything would¡¦ve happened for a reason but noi¡¦m happy for lou i love her she¡¦s still as funny and bubbly as when we first met her in mbyhaving said that this book did not turn out how i was hoping it would imo the plot in my head was better but i¡¦m not the authorim actually very upset with how lou is handled in this trilogy no spoilers but i will say that i¡¦m upset about all the shit she puts up with she¡¦s not a bad person yet everyone dumps on her i¡¦m so tired of it this girl is a magnet for sadness i went through most of this book hoping something good would come her way because it hadn¡¦t happened yet she¡¦s too good for all these secondary characters i don¡¦t even want to talk about joshua ryan sam her socalled friends or the fact that if this book became a movie and sam claflin were cast in it we wouldn¡¦t consider it weird at all  theres a ridiculous story therei guess this did get ranty quick oh well she deserved better 4 stars for lou and for bringing so many emotions out of me  more                  
3,                          i did not need a sequel to me before you and i most certainly didnt need a trilogy me before you was about the signifiance of two peoples relationship it was about two people interacting touching each others lives changing each others lives when will died the story in a way died with him at least to meof course the sequel to me before you was a disappointment lou was always a lovely character but what made her special was the way will looked at her in after you all that was lef  i did not need a sequel to me before you and i most certainly didnt need a trilogy me before you was about the signifiance of two peoples relationship it was about two people interacting touching each others lives changing each others lives when will died the story in a way died with him at least to meof course the sequel to me before you was a disappointment lou was always a lovely character but what made her special was the way will looked at her in after you all that was left was a classic movingon tale a sort of soft chicklit novel about a woman who needed to get it together and ¡V of course ¡V meet a new man chaotic at times silly and never as moving as its predecessor i loathed that book but most of all i loathed its bare existence its sheer unnecessity the disaster of the second book made reading this book much easier as i picked up still me i was still reluctant but at least i had come to terms with that this apparently was a series now a beloved cashcow and it actually helped the reading experiencewhile still me still is lightyears away from the heart shattering first installment in the series its somewhat decent its fun and lou somehow feels alive its still very much chicklit a convenient plot for lou to discover herself magically solve other peoples problems and of course find love but i found it entertaining and even charming a cosy read on a rainy day   more                  
5,                          oh louisa clark i¡¦m going to miss you so much this has undoubtedly been one of my favourite trilogies lou is just such a loveable adorable funny character she never fails to make me laugh cry and sometimes both at the same time while i admit this book was my least favourite in the trilogy my favourite obviously being the first i still loved it and although there weren¡¦t many surprises it didn¡¦t bother me as much as it might have in the first two books as it was the ending i felt lou  oh louisa clark i¡¦m going to miss you so much this has undoubtedly been one of my favourite trilogies lou is just such a loveable adorable funny character she never fails to make me laugh cry and sometimes both at the same time while i admit this book was my least favourite in the trilogy my favourite obviously being the first i still loved it and although there weren¡¦t many surprises it didn¡¦t bother me as much as it might have in the first two books as it was the ending i felt lou finally deservedi¡¦ve loved watching lou¡¦s character develop leaps and bounds across these three novels and i feel like i¡¦ve grown with her while of course i always missed will more particularly in this book than the last jojo created a character strong and interesting enough to stand on her own throughout the trilogy without always needing to bring the focus to other characters to make it more interesting having said that though i love all the extras so much especially mr and mrs clark lou¡¦s parents and the hilarious motherdaughter husbandwife and sistersister conversations all too relatable to myself and undoubtedly most people especially british familiesi¡¦m going to miss the whole lot of them so much and after 5 years i feel sad to depart with them all i think it¡¦ll take me a while to find a character i loved as much as lou¡K¡§me before you¡¨ 5 stars ¡§after you¡¨¡K 5 stars¡§still me¡¨¡K 45 stars  more                  
4,                          quien diria que esta historia seguiria noyo sinceramente lo dire antes de comenzar la resena siempre sentire que esta historia debio quedar solo con su primera parte y listo pero bueno aqui seguimos jajajaen resumen el primer libro me encanto es que es bello bello y el segundo si bien es un buen libro y me entretuvo no es como el primero para mi uno bastaba y sobrabaahora con est tercero que podemos decir simplemente creo que aqui nos volvemos a reencontrar con lou con la primera  quien diria que esta historia seguiria noyo sinceramente lo dire antes de comenzar la resena siempre sentire que esta historia debio quedar solo con su primera parte y listo pero bueno aqui seguimos jajajaen resumen el primer libro me encanto es que es bello bello y el segundo si bien es un buen libro y me entretuvo no es como el primero para mi uno bastaba y sobrabaahora con est tercero que podemos decir simplemente creo que aqui nos volvemos a reencontrar con lou con la primera con la que uno termina amando aqui sin duda alguna podemos encontrarnos renuevo con ella con su esencia tan especialsi bien este nuevo amor no es ni por asomo tan epico como el anterior y es que sam jamas superara a will es de todas formas un romance bello y sinceramente esta vez me diverti muchisimo viendo a lou en esta nueva faceta conociendo este nuevo lugar y viendo su experiencia en nueva yorken resumen es un libro bello mucho mas cercano a una segunda parte que el segundo ya que ahi como que perdi un poco el carino por el personaje principal pero aqui simplemente nos hace encantarnos nuevamente de todos los personajes los nuevos los antiguos todos todos que por lo demas estan muy bien hechos por la autora no son solo nombres cada uno tiene su personalidad y eso se agradece  more                  
4,                          every major change in our life changes us even if just a fraction better or worse it brings out a side we didn¡¦t know was there or it makes it stronger than before i like how louisa reflecting on her own changes says¡§there are so many versions of ourselves we can choose to be  the key was making sure that anyone you allowed to walk beside you didn¡¦t get to decide which you were and pin you down like a butterfly in a case the key was to know that you could always somehow find a way  every major change in our life changes us even if just a fraction better or worse it brings out a side we didn¡¦t know was there or it makes it stronger than before i like how louisa reflecting on her own changes says¡§there are so many versions of ourselves we can choose to be  the key was making sure that anyone you allowed to walk beside you didn¡¦t get to decide which you were and pin you down like a butterfly in a case the key was to know that you could always somehow find a way to reinvent yourself again¡¨  more                  
4,                          read this review and others on my blog httpsthriftybibliophilecomstill me<U+00A0>by jojo moyes is the third book in the<U+00A0>me before you<U+00A0>series louisa still recovering from the loss of will heads to new york to work as a livein assistant to a spoiled house wife with her boyfriend back in england louisa is now on the road to selfdiscovery who exactly is louisa clarki enjoyed this book immensely i adore jojo moyes writing style so still me was a treat ive only read the<U+00A0>me before you<U+00A0>trilo  read this review and others on my blog httpsthriftybibliophilecomstill me<U+00A0>by jojo moyes is the third book in the<U+00A0>me before you<U+00A0>series louisa still recovering from the loss of will heads to new york to work as a livein assistant to a spoiled house wife with her boyfriend back in england louisa is now on the road to selfdiscovery who exactly is louisa clarki enjoyed this book immensely i adore jojo moyes writing style so still me was a treat ive only read the<U+00A0>me before you<U+00A0>trilogy but i know ill be picking up her other books in the future moyes writing in<U+00A0>still me was playful and quirky she captured the wit and charm of louisa perfectly which made it a fun easy readthe pacing in<U+00A0>still me was good i wouldnt say there was a lot of big action in the book most of the events were common and subdued but dont confuse that with boring the book was anything but boring and all the events in the book were a pleasure to read<U+00A0>louisa traveled to new york for an assistant position her time in that job was a whirlwind of ups and downs the woman she assisted didnt always do louisa a lot of favors and put her in more than one precarious spot i had no idea what was going to happen to louisa in that job but i was surprised by the ultimate outcomethrough her job as an assistant she met an elderly woman named mrs de witt and her feisty dog dean martin i thoroughly enjoyed the interactions between louisa and mrs de witt especially towards the end of the bookstill me was truly a journey of selfdiscovery for louisa in me before you<U+00A0>and<U+00A0>after you louisa was either caring for someone or buried in depression she never put herself first and wasnt sure what she wanted in life that changes in<U+00A0>still me the road wasnt easy but she gets therethere was also a dash of romance in still me as well as some romantic turmoil i liked the romance in the book though this theme was not front and center<U+00A0>that ending though i cant say too much without dropping major spoilers but my heart was there with louisa every step of the way the ending was a suitably sweet way to wrap up the trilogy<U+00A0>i love the characters in the<U+00A0>me before you<U+00A0>books especially louisa clark shes so quirky and endearing she has a heart of cold and a selfdeprecating wit thats hard not to love in<U+00A0>still me i also fell in love with mrs de witts character cranky as she was she ultimately meant well and it was lovely getting to know herif you havent picked up this trilogy already i highly recommend it all three books were wonderful reads  more                  
4,                          real rating 375 starswhat an awesome conclusion story i am 100 satisfied and really enjoyed myself in general the first book will always be my favorite from the lot but the others are also good i was disappointed at first because it started out rather boring but after a while i couldnt stop reading and had a lot of fun with this book i think the best thing about this book was obviously louisa clark shes just such a fun character to read about and i love her a lot i disliked ambula  real rating 375 starswhat an awesome conclusion story i am 100 satisfied and really enjoyed myself in general the first book will always be my favorite from the lot but the others are also good i was disappointed at first because it started out rather boring but after a while i couldnt stop reading and had a lot of fun with this book i think the best thing about this book was obviously louisa clark shes just such a fun character to read about and i love her a lot i disliked ambulance sam at first but in the last idk 50 pages he grew on me there were tons of more characters in this book and i liked a lot of them and disliked a bunch as well and the cast was overall varied and entertaining view spoilerokay so i kind of guessed that treenas bloke would actually be not a bf but a gf dont ask me why i just had a suspicion and i was so glad i really ship them theyre super cute and though i dont really consider the sexualities of characters to be spoilers per se it is a fun surprise to i tagged it as spoiler hide spoileri really really liked this and im very glad i read it i even teared up once tt it was a lovely story and i would recommend all 3 books in this trilogy profusely and enthusiastically this girl is satisfied with this conclusion and real happy at the moment   more                  
4,                           la clave consistia en asegurase de que nadie a quien permitieras caminar a tu lado decidiera quien eras y te etiquetara como una mariposa en una caja la clave era saber que siempre podias encontrar de algun modo la forma de volver a reinventartela verdad tenia bastante miedo leer la tecera parte de esta historia tanto que lo venia postegando desde hace meses y es que temia con lo que me fuera a encontrar y es que despues de ti fue un libro que aunque no me desagrado del todo no compre   la clave consistia en asegurase de que nadie a quien permitieras caminar a tu lado decidiera quien eras y te etiquetara como una mariposa en una caja la clave era saber que siempre podias encontrar de algun modo la forma de volver a reinventartela verdad tenia bastante miedo leer la tecera parte de esta historia tanto que lo venia postegando desde hace meses y es que temia con lo que me fuera a encontrar y es que despues de ti fue un libro que aunque no me desagrado del todo no comprendia por que la autora habia decidido alargar la historia cuando yo antes de ti habia tenido un buen cierre aunque me dejo con el corazon roto pero esta tarcera parte me sorprendido y es que louisa clark crecio mucho como personaje desde el primer libro pero ahora se refleja mucho mas y eso hace que me sienta muy orgullosa de ella creo sin duda que este fue un muy buen final para la historia de lou que por fin dejo el miedo a un lado y se aventuro a lo que siempre deseo <U+0001F44C>  more                  is a fun surprise to i tagged it as spoiler hide spoileri really really liked this and im very glad i read it i even teared up once tt it was a lovely story and i would recommend all 3 books in this trilogy profusely and enthusiastically this girl is satisfied with this conclusion and real happy at the moment   more                  
3,                          moje serce w dwoch <U+015B>wiatach podoba<U+0142>o mi si<U+0119> nieco mniej mo<U+017C>e te<U+017C> dlatego <U+017C>e by<U+0142>o odsuni<U+0119>ciem si<U+0119> od willa jednocze<U+015B>nie dyskretnie powtarzaj<U+0105>c ten sam znany nam ju<U+017C> motyw lou jeszcze raz stanie przed wyzwaniem czeka na ni<U+0105> nowa praca ponownie polegaj<U+0105>ca na opiekowaniu si<U+0119> drug<U+0105> osob<U+0105> tym razem jest to kobieta cierpi<U+0105>ca na depresj<U+0119> mo<U+017C>emy obserwowa<U+0107> jak zmieni<U+0142>o si<U+0119> zachowanie lou na przestrzeni poszczegolnych tomow o ile lepiej radzi sobie w kontaktach mi<U+0119>dzyludzkich ale nie by<U+0142>o tu w  moje serce w dwoch <U+015B>wiatach podoba<U+0142>o mi si<U+0119> nieco mniej mo<U+017C>e te<U+017C> dlatego <U+017C>e by<U+0142>o odsuni<U+0119>ciem si<U+0119> od willa jednocze<U+015B>nie dyskretnie powtarzaj<U+0105>c ten sam znany nam ju<U+017C> motyw lou jeszcze raz stanie przed wyzwaniem czeka na ni<U+0105> nowa praca ponownie polegaj<U+0105>ca na opiekowaniu si<U+0119> drug<U+0105> osob<U+0105> tym razem jest to kobieta cierpi<U+0105>ca na depresj<U+0119> mo<U+017C>emy obserwowa<U+0107> jak zmieni<U+0142>o si<U+0119> zachowanie lou na przestrzeni poszczegolnych tomow o ile lepiej radzi sobie w kontaktach mi<U+0119>dzyludzkich ale nie by<U+0142>o tu wydarze<U+0144> ktore wywar<U+0142>yby na mnie tak du<U+017C>e wra<U+017C>enie jak zrobi<U+0142>y to poprzednie cz<U+0119><U+015B>ci moje serce by<U+0142>o bardziej ustabilizowane spokojniejsze powroci<U+0142>o do tematu pracy i choroby doda<U+0142>o zwi<U+0105>zek na odleg<U+0142>o<U+015B><U+0107> odnalezienie si<U+0119> w nowym <U+015B>rodowisku elementy romansu zdrady nawet sztuki a smaczku ca<U+0142>o<U+015B>ci nada<U+0142> w<U+0105>tek polsko<U+015B>ci ¡V chocia<U+017C> nie ukrywam do<U+015B><U+0107> ci<U+0119><U+017C>ko czyta<U+0142>o si<U+0119> wyra<U+017C>enia przet<U+0142>umaczone z angielskiego na polski ktore mia<U+0142>y prezentowa<U+0107> <U+0142>aman<U+0105> angielszczyzn<U+0119> mieszaj<U+0105>c<U+0105> si<U+0119> z polskimi s<U+0142>owamica<U+0142>o<U+015B><U+0107> httpwwwkulturalniewybrednapl201czy kontynuacja by<U+0142>a potrzebna httpswwwyoutubecomwatchvjxbvc  more                  
5,                          okay wow i can¡¦t believe this series is over as usual with any jojo moyes book i definitely left some tear splotches on the pages but i¡¦ve also laughed a lot and smiled until my cheeks hurt i have grown to love louisa clark so very much over these last three books and i thought it would be hard to let her go but knowing that she¡¦s going to be okay makes it all alright these books have given me so much perspective in my own life as well as hope and messages that spoke directly to me so all  okay wow i can¡¦t believe this series is over as usual with any jojo moyes book i definitely left some tear splotches on the pages but i¡¦ve also laughed a lot and smiled until my cheeks hurt i have grown to love louisa clark so very much over these last three books and i thought it would be hard to let her go but knowing that she¡¦s going to be okay makes it all alright these books have given me so much perspective in my own life as well as hope and messages that spoke directly to me so all i can really say is thank you jojo moyes for telling the story of louisa who is like all of us searching hopeful confused bumbling and beautifully unique most of all i leave this series behind remembering the most important lesson it¡¦s taught me that there is absolutely no better version of myself than the one i truly am <U+0001F41D>  more                   czyta<U+0142>o si<U+0119> wyra<U+017C>enia przet<U+0142>umaczone z angielskiego na polski ktore mia<U+0142>y prezentowa<U+0107> <U+0142>aman<U+0105> angielszczyzn<U+0119> mieszaj<U+0105>c<U+0105> si<U+0119> z polskimi s<U+0142>owamica<U+0142>o<U+015B><U+0107> httpwwwkulturalniewybrednapl201czy kontynuacja by<U+0142>a potrzebna httpswwwyoutubecomwatchvjxbvc  more                  
